pid,sol_name,submit_res,extra_submit_res
12,4.py,True,True
12,5.py,True,False
12,6.py,False,False
12,7.py,True,True
12,8.py,False,False
12,9.py,False,False
13,0.py,True,True
13,1.py,True,True
13,2.py,True,True
13,3.py,True,False
13,4.py,True,False
13,5.py,True,True
13,6.py,False,False
13,7.py,True,True
13,8.py,True,True
13,9.py,True,True
14,0.py,True,True
14,1.py,True,True
14,2.py,True,True
14,3.py,True,True
14,4.py,True,True
14,5.py,True,True
14,6.py,True,True
14,7.py,True,True
14,8.py,True,True
14,9.py,True,True
15,0.py,True,False
15,1.py,True,False
15,2.py,True,False
15,3.py,True,False
15,4.py,True,False
15,5.py,True,False
15,6.py,True,False
15,7.py,True,False
15,8.py,True,False
15,9.py,True,False
16,0.py,True,True
16,1.py,True,True
16,2.py,True,True
16,3.py,True,True
16,4.py,True,True
16,5.py,True,True
16,6.py,True,True
16,7.py,True,True
16,8.py,True,True
16,9.py,True,True
17,0.py,True,True
17,1.py,True,True
17,2.py,True,True
17,3.py,True,True
17,4.py,True,True
17,5.py,True,True
17,6.py,True,True
17,7.py,True,True
17,8.py,True,True
17,9.py,True,True
18,0.py,True,False
18,1.py,True,False
18,2.py,True,False
18,3.py,True,False
18,4.py,True,False
18,5.py,True,False
18,6.py,True,False
18,7.py,True,False
18,8.py,True,True
18,9.py,True,False
19,0.py,True,False
19,1.py,True,False
19,2.py,False,False
19,3.py,True,False
19,4.py,True,True
19,5.py,True,False
19,6.py,True,False
19,7.py,True,False
19,8.py,True,False
19,9.py,True,False
20,0.py,True,False
20,1.py,True,True
20,2.py,True,False
20,3.py,True,False
20,4.py,True,False
20,5.py,True,True
20,6.py,True,False
20,7.py,True,False
20,8.py,True,False
20,9.py,True,False
21,0.py,True,False
21,1.py,True,False
21,2.py,True,False
21,3.py,True,False
21,4.py,True,False
21,5.py,True,False
21,6.py,True,False
21,7.py,True,False
21,8.py,True,False
21,9.py,True,False
22,0.py,True,False
22,1.py,True,False
22,2.py,True,False
22,3.py,True,False
22,4.py,True,False
22,5.py,True,False
22,6.py,True,False
22,7.py,True,False
22,8.py,True,False
22,9.py,True,False
23,0.py,True,True
23,1.py,True,True
23,2.py,True,True
23,3.py,True,True
23,4.py,True,True
23,5.py,True,True
23,6.py,True,True
23,7.py,True,True
23,8.py,True,True
23,9.py,True,True
25,0.py,True,False
25,1.py,True,False
25,2.py,True,False
25,3.py,True,False
25,4.py,True,False
25,5.py,True,False
25,6.py,False,False
25,7.py,True,False
25,8.py,True,False
25,9.py,True,False
26,0.py,False,False
26,1.py,False,False
26,2.py,False,False
26,3.py,True,True
26,4.py,False,False
26,5.py,True,True
26,6.py,False,False
26,7.py,False,False
26,8.py,False,False
26,9.py,False,False
27,0.py,True,False
27,1.py,True,False
27,2.py,True,False
27,3.py,True,False
27,4.py,True,False
27,5.py,True,False
27,6.py,True,False
27,7.py,True,False
27,8.py,True,False
27,9.py,True,False
28,0.py,True,True
28,1.py,True,True
28,2.py,True,True
28,3.py,True,True
28,4.py,True,True
28,5.py,True,True
28,6.py,True,True
28,7.py,True,True
28,8.py,True,True
28,9.py,True,True
29,0.py,True,False
29,1.py,True,False
29,2.py,True,False
29,3.py,True,False
29,4.py,True,False
29,5.py,True,False
29,6.py,True,True
29,7.py,True,False
29,8.py,True,False
29,9.py,True,False
30,0.py,True,False
30,1.py,True,True
30,2.py,True,False
30,3.py,True,True
30,4.py,True,True
30,5.py,True,True
30,6.py,True,True
30,7.py,True,True
30,8.py,True,True
30,9.py,True,False
31,0.py,True,True
31,1.py,True,True
31,2.py,True,False
31,3.py,True,False
31,4.py,True,True
31,5.py,True,True
31,6.py,True,True
31,7.py,True,True
31,8.py,True,True
31,9.py,True,False
33,0.py,True,False
33,1.py,True,False
33,2.py,True,False
33,3.py,True,False
33,4.py,True,False
33,5.py,True,False
33,6.py,True,False
33,7.py,True,False
33,8.py,True,False
33,9.py,True,False
34,0.py,True,True
34,1.py,True,True
34,2.py,True,True
34,3.py,True,True
34,4.py,True,True
34,5.py,True,True
34,6.py,True,True
34,7.py,True,True
34,8.py,True,True
34,9.py,True,True
35,0.py,True,True
35,1.py,True,True
35,2.py,True,True
35,3.py,True,True
35,4.py,True,True
35,5.py,True,True
35,6.py,True,True
35,7.py,True,True
35,8.py,True,True
35,9.py,True,True
36,0.py,False,False
36,1.py,False,False
36,2.py,True,True
36,3.py,True,True
36,4.py,True,False
36,5.py,True,False
36,6.py,True,True
36,7.py,False,False
36,8.py,True,True
36,9.py,False,False
37,0.py,True,False
37,1.py,True,False
37,2.py,True,False
37,3.py,True,False
37,4.py,True,True
37,5.py,True,False
37,6.py,True,False
37,7.py,True,True
37,8.py,True,False
37,9.py,True,True
39,0.py,True,False
39,1.py,True,False
39,2.py,True,False
39,3.py,True,False
39,4.py,False,False
39,5.py,True,False
39,6.py,True,False
39,7.py,True,False
39,8.py,True,False
39,9.py,True,False
40,0.py,True,True
40,1.py,True,True
40,2.py,True,True
40,3.py,True,True
40,4.py,True,True
40,5.py,True,True
40,6.py,True,True
40,7.py,True,True
40,8.py,True,True
40,9.py,False,False
41,0.py,True,True
41,1.py,True,True
41,2.py,True,True
41,3.py,True,True
41,4.py,True,True
41,5.py,True,True
41,6.py,True,True
41,7.py,True,True
41,8.py,True,True
41,9.py,True,True
42,0.py,True,True
42,1.py,True,True
42,2.py,True,True
42,3.py,True,True
42,4.py,True,True
42,5.py,True,True
42,6.py,True,True
42,7.py,True,True
42,8.py,True,True
42,9.py,True,True
43,0.py,True,False
43,1.py,True,True
43,2.py,True,False
43,3.py,True,False
43,4.py,True,False
43,5.py,True,True
43,6.py,True,False
43,7.py,True,False
43,8.py,True,False
43,9.py,True,False
44,0.py,True,True
44,1.py,True,True
44,2.py,True,True
44,3.py,True,True
44,4.py,True,True
44,5.py,True,True
44,6.py,True,True
44,7.py,True,True
44,8.py,True,True
44,9.py,True,True
45,0.py,True,True
45,1.py,True,True
45,2.py,True,True
45,3.py,True,True
45,4.py,True,True
45,5.py,True,True
45,6.py,True,True
45,7.py,True,True
45,8.py,True,True
45,9.py,True,True
46,0.py,True,True
46,1.py,True,True
46,2.py,True,True
46,3.py,True,True
46,4.py,True,True
46,5.py,True,True
46,6.py,True,True
46,7.py,True,True
46,8.py,True,True
46,9.py,True,True
47,0.py,True,True
47,1.py,True,True
47,2.py,True,True
47,3.py,True,True
47,4.py,True,True
47,5.py,True,True
47,6.py,True,True
47,7.py,True,True
47,8.py,True,True
47,9.py,True,True
48,0.py,True,False
48,1.py,True,False
48,2.py,True,False
48,3.py,True,False
48,4.py,True,False
48,5.py,True,False
48,6.py,True,False
48,7.py,True,False
48,8.py,True,False
48,9.py,True,False
49,0.py,True,True
49,1.py,True,True
49,2.py,True,True
49,3.py,True,True
49,4.py,True,True
49,5.py,True,True
49,6.py,True,True
49,7.py,True,False
49,8.py,True,False
49,9.py,True,True
50,0.py,False,False
50,1.py,False,False
50,2.py,True,False
50,3.py,False,False
50,4.py,False,False
50,5.py,False,False
50,6.py,True,False
50,7.py,False,False
50,8.py,True,False
50,9.py,False,False
51,0.py,True,True
51,1.py,True,True
51,2.py,True,True
51,3.py,True,True
51,4.py,True,True
51,5.py,True,True
51,6.py,True,True
51,7.py,True,True
51,8.py,True,True
51,9.py,True,True
52,0.py,True,True
52,1.py,True,True
52,2.py,True,True
52,3.py,True,True
52,4.py,True,True
52,5.py,True,False
52,6.py,True,True
52,7.py,True,True
52,8.py,True,False
52,9.py,True,True
53,0.py,True,True
53,1.py,True,True
53,2.py,True,True
53,3.py,True,True
53,4.py,True,True
53,5.py,True,True
53,6.py,True,True
53,7.py,True,True
53,8.py,True,True
53,9.py,True,True
54,0.py,False,False
54,1.py,True,False
54,2.py,False,False
54,3.py,False,False
54,4.py,True,False
54,5.py,False,False
54,6.py,False,False
54,7.py,True,False
54,8.py,False,False
54,9.py,False,False
55,0.py,True,False
55,1.py,True,False
55,2.py,True,False
55,3.py,True,False
55,4.py,True,False
55,5.py,True,False
55,6.py,True,False
55,7.py,True,False
55,8.py,True,False
55,9.py,True,False
56,0.py,True,False
56,1.py,True,False
56,2.py,True,False
56,3.py,True,False
56,4.py,True,False
56,5.py,True,False
56,6.py,True,False
56,7.py,True,False
56,8.py,True,False
56,9.py,True,False
57,0.py,True,False
57,1.py,True,False
57,2.py,True,True
57,3.py,True,False
57,4.py,True,False
57,5.py,True,False
57,6.py,True,False
57,7.py,True,False
57,8.py,True,False
57,9.py,True,False
58,0.py,True,True
58,1.py,True,True
58,2.py,True,True
58,3.py,True,True
58,4.py,True,True
58,5.py,True,True
58,6.py,True,True
58,7.py,True,True
58,8.py,True,True
58,9.py,True,True
59,0.py,True,True
59,1.py,True,True
59,2.py,True,False
59,3.py,True,True
59,4.py,True,True
59,5.py,True,True
59,6.py,True,True
59,7.py,True,True
59,8.py,True,True
59,9.py,True,True
61,0.py,True,False
61,1.py,True,False
61,2.py,True,False
61,3.py,True,False
61,4.py,True,False
61,5.py,True,False
61,6.py,True,False
61,7.py,True,False
61,8.py,True,False
61,9.py,True,False
62,0.py,True,True
62,1.py,True,True
62,2.py,True,True
62,3.py,False,False
62,4.py,True,True
62,5.py,True,True
62,6.py,True,True
62,7.py,True,True
62,8.py,True,True
62,9.py,True,True
63,0.py,True,False
63,1.py,True,False
63,2.py,True,True
63,3.py,True,False
63,4.py,True,False
63,5.py,True,False
63,6.py,True,True
63,7.py,True,True
63,8.py,True,True
63,9.py,True,True
64,0.py,True,True
64,1.py,True,False
64,2.py,True,False
64,3.py,True,False
64,4.py,True,True
64,5.py,True,False
64,6.py,True,False
64,7.py,True,True
64,8.py,True,True
64,9.py,False,False
65,0.py,False,False
65,1.py,True,True
65,2.py,False,False
65,3.py,False,False
65,4.py,True,True
65,5.py,False,False
65,6.py,False,False
65,7.py,True,True
65,8.py,False,False
65,9.py,False,False
66,0.py,True,False
66,1.py,True,False
66,2.py,True,False
66,3.py,True,False
66,4.py,True,False
66,5.py,True,False
66,6.py,True,False
66,7.py,True,False
66,8.py,True,False
66,9.py,True,False
67,0.py,True,False
67,1.py,True,False
67,2.py,True,False
67,3.py,True,False
67,4.py,True,False
67,5.py,True,False
67,6.py,False,False
67,7.py,True,False
67,8.py,True,False
67,9.py,True,False
68,0.py,True,True
68,1.py,True,True
68,2.py,True,True
68,3.py,True,True
68,4.py,True,True
68,5.py,True,True
68,6.py,True,True
68,7.py,True,True
68,8.py,True,True
68,9.py,True,True
69,0.py,True,True
69,1.py,True,True
69,2.py,True,True
69,3.py,True,False
69,4.py,True,True
69,5.py,True,False
69,6.py,False,False
69,7.py,True,True
69,8.py,False,False
69,9.py,True,True
70,0.py,True,True
70,1.py,False,False
70,2.py,False,False
70,3.py,False,False
70,4.py,False,False
70,5.py,False,False
70,6.py,False,False
70,7.py,False,False
70,8.py,False,False
70,9.py,False,False
71,0.py,True,True
71,1.py,True,True
71,2.py,True,True
71,3.py,True,True
71,4.py,True,True
71,5.py,True,True
71,6.py,True,True
71,7.py,True,True
71,8.py,True,True
71,9.py,True,True
72,0.py,True,True
72,1.py,True,True
72,2.py,True,True
72,3.py,True,True
72,4.py,True,True
72,5.py,True,True
72,6.py,True,True
72,7.py,True,True
72,8.py,True,True
72,9.py,True,True
73,0.py,True,True
73,1.py,True,False
73,2.py,True,False
73,3.py,True,False
73,4.py,True,False
73,5.py,True,False
73,6.py,True,True
73,7.py,True,False
73,8.py,True,False
73,9.py,True,False
74,0.py,False,False
74,1.py,True,True
74,2.py,False,False
74,3.py,True,True
74,4.py,True,True
74,5.py,True,True
74,6.py,True,True
74,7.py,True,True
74,8.py,True,True
74,9.py,True,True
75,0.py,True,False
75,1.py,False,False
75,2.py,False,False
75,3.py,True,True
75,4.py,True,False
75,5.py,True,True
75,6.py,True,False
75,7.py,False,False
75,8.py,False,False
75,9.py,True,False
76,0.py,True,False
76,1.py,True,False
76,2.py,True,False
76,3.py,True,False
76,4.py,True,False
76,5.py,True,False
76,6.py,True,False
76,7.py,True,False
76,8.py,True,False
76,9.py,True,False
77,0.py,True,True
77,1.py,True,False
77,2.py,True,False
77,3.py,False,False
77,4.py,False,False
77,5.py,True,False
77,6.py,True,False
77,7.py,False,False
77,8.py,False,False
77,9.py,False,False
78,0.py,True,False
78,1.py,True,False
78,2.py,True,False
78,3.py,True,False
78,4.py,True,False
78,5.py,True,False
78,6.py,True,False
78,7.py,True,False
78,8.py,True,False
78,9.py,True,False
79,0.py,False,False
79,1.py,False,False
79,2.py,True,False
79,3.py,True,False
79,4.py,False,False
79,5.py,True,False
79,6.py,False,False
79,7.py,False,False
79,8.py,True,False
79,9.py,False,False
80,0.py,True,False
80,1.py,True,False
80,2.py,True,False
80,3.py,True,False
80,4.py,True,False
80,5.py,True,False
80,6.py,True,False
80,7.py,True,False
80,8.py,True,False
80,9.py,True,False
81,0.py,True,False
81,1.py,True,False
81,2.py,False,False
81,3.py,True,False
81,4.py,False,False
81,5.py,True,True
81,6.py,True,False
81,7.py,False,False
81,8.py,False,False
81,9.py,False,False
82,0.py,True,True
82,1.py,True,True
82,2.py,True,True
82,3.py,True,True
82,4.py,True,True
82,5.py,True,True
82,6.py,True,True
82,7.py,True,True
82,8.py,True,True
82,9.py,True,True
83,0.py,True,False
83,1.py,True,False
83,2.py,True,False
83,3.py,True,False
83,4.py,True,False
83,5.py,True,False
83,6.py,True,False
83,7.py,True,False
83,8.py,True,False
83,9.py,True,False
84,0.py,True,True
84,1.py,True,True
84,2.py,True,True
84,3.py,True,True
84,4.py,True,True
84,5.py,True,True
84,6.py,True,True
84,7.py,True,True
84,8.py,True,True
84,9.py,True,True
85,0.py,True,True
85,1.py,True,True
85,2.py,True,True
85,3.py,True,False
85,4.py,True,True
85,5.py,True,True
85,6.py,True,True
85,7.py,True,True
85,8.py,True,True
85,9.py,True,True
86,0.py,True,True
86,1.py,True,False
86,2.py,True,False
86,3.py,True,False
86,4.py,True,False
86,5.py,True,True
86,6.py,True,True
86,7.py,True,False
86,8.py,True,True
86,9.py,True,False
87,0.py,True,True
87,1.py,True,True
87,2.py,True,True
87,3.py,True,True
87,4.py,True,True
87,5.py,True,True
87,6.py,True,True
87,7.py,True,True
87,8.py,True,True
87,9.py,True,True
88,0.py,True,True
88,1.py,True,True
88,2.py,True,False
88,3.py,True,True
88,4.py,True,True
88,5.py,True,True
88,6.py,True,True
88,7.py,True,True
88,8.py,True,True
88,9.py,True,True
89,0.py,True,True
89,1.py,True,True
89,2.py,True,True
89,3.py,True,False
89,4.py,True,True
89,5.py,True,True
89,6.py,True,False
89,7.py,True,True
89,8.py,True,True
89,9.py,True,False
90,0.py,True,True
90,1.py,True,True
90,2.py,False,False
90,3.py,True,True
90,4.py,False,False
90,5.py,False,False
90,6.py,True,True
90,7.py,True,True
90,8.py,True,True
90,9.py,True,True
91,0.py,False,False
91,1.py,False,False
91,2.py,False,False
91,3.py,False,False
91,4.py,False,False
91,5.py,False,False
91,6.py,False,False
91,7.py,False,False
91,8.py,True,False
91,9.py,False,False
92,0.py,True,True
92,1.py,True,True
92,2.py,True,True
92,3.py,True,True
92,4.py,True,True
92,5.py,True,True
92,6.py,True,True
92,7.py,True,True
92,8.py,True,True
92,9.py,True,True
94,0.py,True,True
94,1.py,True,True
94,2.py,True,True
94,3.py,True,True
94,4.py,True,True
94,5.py,True,True
94,6.py,True,True
94,7.py,True,True
94,8.py,True,True
94,9.py,True,True
95,0.py,True,True
95,1.py,True,True
95,2.py,True,True
95,3.py,True,True
95,4.py,True,True
95,5.py,True,True
95,6.py,True,True
95,7.py,True,True
95,8.py,True,False
95,9.py,True,True
96,0.py,True,True
96,1.py,True,False
96,2.py,True,True
96,3.py,True,False
96,4.py,True,False
96,5.py,True,False
96,6.py,True,True
96,7.py,True,False
96,8.py,True,False
96,9.py,True,False
97,0.py,True,True
97,1.py,True,False
97,2.py,True,True
97,3.py,True,False
97,4.py,True,False
97,5.py,True,True
97,6.py,False,False
97,7.py,True,False
97,8.py,True,False
97,9.py,True,True
98,0.py,False,False
98,1.py,False,False
98,2.py,False,False
98,3.py,False,False
98,4.py,False,False
98,5.py,False,False
98,6.py,False,False
98,7.py,False,False
98,8.py,False,False
98,9.py,False,False
99,0.py,True,False
99,1.py,True,False
99,2.py,True,False
99,3.py,True,False
99,4.py,True,True
99,5.py,True,False
99,6.py,True,True
99,7.py,True,True
99,8.py,True,False
99,9.py,True,True
101,0.py,True,False
101,1.py,True,False
101,2.py,True,False
101,3.py,True,False
101,4.py,True,False
101,5.py,True,False
101,6.py,True,False
101,7.py,True,False
101,8.py,True,False
101,9.py,True,False
102,0.py,False,False
102,1.py,True,True
102,2.py,False,False
102,3.py,True,False
102,4.py,False,False
102,5.py,False,False
102,6.py,True,True
102,7.py,True,True
102,8.py,True,False
102,9.py,False,False
104,0.py,True,False
104,1.py,True,False
104,2.py,True,False
104,3.py,True,False
104,4.py,True,False
104,5.py,True,False
104,6.py,True,True
104,7.py,True,False
104,8.py,True,False
104,9.py,True,False
105,0.py,True,True
105,1.py,True,True
105,2.py,True,True
105,3.py,True,True
105,4.py,True,True
105,5.py,True,True
105,6.py,True,True
105,7.py,True,True
105,8.py,True,True
105,9.py,True,True
108,0.py,True,False
108,1.py,True,False
108,2.py,False,False
108,3.py,False,False
108,4.py,False,False
108,5.py,True,False
108,6.py,True,False
108,7.py,False,False
108,8.py,False,False
108,9.py,True,False
109,0.py,False,False
109,1.py,True,False
109,2.py,True,False
109,3.py,True,False
109,4.py,False,False
109,5.py,True,False
109,6.py,True,False
109,7.py,False,False
109,8.py,True,False
109,9.py,True,True
110,0.py,True,False
110,1.py,True,False
110,2.py,True,False
110,3.py,True,False
110,4.py,True,False
110,5.py,True,False
110,6.py,True,False
110,7.py,True,False
110,8.py,True,False
110,9.py,True,False
111,0.py,True,False
111,1.py,True,False
111,2.py,True,False
111,3.py,True,False
111,4.py,True,False
111,5.py,True,False
111,6.py,True,False
111,7.py,True,False
111,8.py,True,False
111,9.py,True,False
112,0.py,True,False
112,1.py,True,False
112,2.py,True,False
112,3.py,True,False
112,4.py,True,False
112,5.py,True,False
112,6.py,True,False
112,7.py,True,False
112,8.py,True,False
112,9.py,True,False
113,0.py,False,False
113,1.py,False,False
113,2.py,False,False
113,3.py,False,False
113,4.py,False,False
113,5.py,False,False
113,6.py,False,False
113,7.py,False,False
113,8.py,False,False
113,9.py,False,False
114,0.py,True,True
114,1.py,True,True
114,2.py,True,True
114,3.py,True,False
114,4.py,True,True
114,5.py,True,False
114,6.py,True,True
114,7.py,False,False
114,8.py,True,False
114,9.py,True,True
115,0.py,True,False
115,1.py,False,False
115,2.py,True,False
115,3.py,True,False
115,4.py,True,False
115,5.py,True,False
115,6.py,False,False
115,7.py,False,False
115,8.py,True,False
115,9.py,False,False
116,0.py,False,False
116,1.py,False,False
116,2.py,True,False
116,3.py,False,False
116,4.py,True,False
116,5.py,False,False
116,6.py,True,False
116,7.py,True,False
116,8.py,True,False
116,9.py,True,False
117,0.py,True,False
117,1.py,True,False
117,2.py,True,False
117,3.py,True,False
117,4.py,True,False
117,5.py,True,False
117,6.py,True,False
117,7.py,True,False
117,8.py,True,False
117,9.py,True,False
118,0.py,True,False
118,1.py,False,False
118,2.py,True,False
118,3.py,True,False
118,4.py,True,False
118,5.py,True,False
118,6.py,False,False
118,7.py,True,False
118,8.py,True,False
118,9.py,True,False
119,0.py,True,False
119,1.py,True,False
119,2.py,True,False
119,3.py,True,False
119,4.py,True,False
119,5.py,True,False
119,6.py,True,False
119,7.py,True,False
119,8.py,True,False
119,9.py,True,False
120,0.py,True,False
120,1.py,True,False
120,2.py,False,False
120,3.py,True,False
120,4.py,False,False
120,5.py,False,False
120,6.py,False,False
120,7.py,False,False
120,8.py,False,False
120,9.py,False,False
121,0.py,False,False
121,1.py,True,True
121,2.py,True,True
121,3.py,False,False
121,4.py,False,False
121,5.py,True,False
121,6.py,False,False
121,7.py,False,False
121,8.py,False,False
121,9.py,False,False
122,0.py,False,False
122,1.py,False,False
122,2.py,True,False
122,3.py,True,False
122,4.py,True,False
122,5.py,False,False
122,6.py,False,False
122,7.py,True,False
122,8.py,False,False
122,9.py,False,False
123,0.py,True,False
123,1.py,True,False
123,2.py,False,False
123,3.py,True,False
123,4.py,True,False
123,5.py,True,False
123,6.py,True,False
123,7.py,False,False
123,8.py,True,True
123,9.py,False,False
124,0.py,True,False
124,1.py,True,False
124,2.py,True,False
124,3.py,True,False
124,4.py,True,False
124,5.py,True,False
124,6.py,True,False
124,7.py,True,False
124,8.py,True,False
124,9.py,True,False
125,0.py,False,False
125,1.py,True,True
125,2.py,False,False
125,3.py,False,False
125,4.py,False,False
125,5.py,False,False
125,6.py,False,False
125,7.py,False,False
125,8.py,False,False
125,9.py,False,False
126,0.py,False,False
126,1.py,True,True
126,2.py,True,True
126,3.py,False,False
126,4.py,False,False
126,5.py,False,False
126,6.py,False,False
126,7.py,False,False
126,8.py,False,False
126,9.py,False,False
127,0.py,True,True
127,1.py,True,True
127,2.py,True,True
127,3.py,True,True
127,4.py,True,True
127,5.py,True,False
127,6.py,True,True
127,7.py,False,False
127,8.py,True,True
127,9.py,True,True
128,0.py,True,True
128,1.py,True,False
128,2.py,True,True
128,3.py,True,True
128,4.py,False,False
128,5.py,False,False
128,6.py,True,True
128,7.py,True,True
128,8.py,True,False
128,9.py,True,True
130,0.py,False,False
130,1.py,False,False
130,2.py,False,False
130,3.py,False,False
130,4.py,False,False
130,5.py,False,False
130,6.py,False,False
130,7.py,False,False
130,8.py,False,False
130,9.py,False,False
131,0.py,True,True
131,1.py,True,True
131,2.py,True,True
131,3.py,True,True
131,4.py,True,True
131,5.py,True,True
131,6.py,True,True
131,7.py,True,True
131,8.py,True,True
131,9.py,True,True
132,0.py,False,False
132,1.py,True,True
132,2.py,False,False
132,3.py,False,False
132,4.py,True,False
132,5.py,False,False
132,6.py,True,False
132,7.py,True,False
132,8.py,False,False
132,9.py,False,False
134,0.py,False,False
134,1.py,True,False
134,2.py,True,False
134,3.py,False,False
134,4.py,True,False
134,5.py,True,False
134,6.py,True,False
134,7.py,True,False
134,8.py,True,False
134,9.py,True,False
135,0.py,True,False
135,1.py,False,False
135,2.py,True,False
135,3.py,True,False
135,4.py,True,True
135,5.py,True,False
135,6.py,True,False
135,7.py,True,False
135,8.py,True,False
135,9.py,False,False
136,0.py,True,True
136,1.py,True,True
136,2.py,True,True
136,3.py,True,True
136,4.py,True,True
136,5.py,True,True
136,6.py,True,True
136,7.py,True,True
136,8.py,True,True
136,9.py,True,True
137,0.py,False,False
137,1.py,True,False
137,2.py,False,False
137,3.py,True,False
137,4.py,False,False
137,5.py,False,False
137,6.py,False,False
137,7.py,False,False
137,8.py,False,False
137,9.py,False,False
138,0.py,False,False
138,1.py,True,True
138,2.py,False,False
138,3.py,True,True
138,4.py,True,True
138,5.py,True,True
138,6.py,True,True
138,7.py,True,True
138,8.py,True,True
138,9.py,True,True
139,0.py,True,True
139,1.py,True,True
139,2.py,True,True
139,3.py,True,True
139,4.py,True,True
139,5.py,True,True
139,6.py,True,True
139,7.py,True,True
139,8.py,True,True
139,9.py,True,True
140,0.py,False,False
140,1.py,False,False
140,2.py,False,False
140,3.py,True,False
140,4.py,False,False
140,5.py,False,False
140,6.py,False,False
140,7.py,False,False
140,8.py,False,False
140,9.py,False,False
141,0.py,True,False
141,1.py,True,False
141,2.py,True,False
141,3.py,True,False
141,4.py,True,False
141,5.py,True,False
141,6.py,True,False
141,7.py,True,False
141,8.py,True,False
141,9.py,True,False
142,0.py,False,False
142,1.py,True,False
142,2.py,True,True
142,3.py,True,False
142,4.py,True,True
142,5.py,True,True
142,6.py,True,True
142,7.py,True,False
142,8.py,True,True
142,9.py,True,True
143,0.py,True,True
143,1.py,True,False
143,2.py,True,True
143,3.py,True,False
143,4.py,True,False
143,5.py,True,True
143,6.py,True,True
143,7.py,True,True
143,8.py,True,False
143,9.py,True,False
144,0.py,True,False
144,1.py,True,False
144,2.py,True,False
144,3.py,True,False
144,4.py,True,False
144,5.py,True,False
144,6.py,True,False
144,7.py,True,False
144,8.py,True,False
144,9.py,True,False
146,0.py,True,True
146,1.py,True,True
146,2.py,True,True
146,3.py,True,True
146,4.py,True,True
146,5.py,True,True
146,6.py,True,True
146,7.py,True,True
146,8.py,True,True
147,0.py,True,True
147,1.py,False,False
147,2.py,True,True
147,3.py,True,True
147,4.py,True,True
147,5.py,False,False
147,6.py,True,True
147,7.py,True,True
147,8.py,False,False
147,9.py,True,True
148,0.py,True,True
148,1.py,True,True
148,2.py,True,True
148,3.py,True,False
148,4.py,True,True
148,5.py,True,True
148,6.py,True,True
148,7.py,True,True
148,8.py,True,True
148,9.py,True,True
149,0.py,True,False
149,1.py,True,False
149,2.py,True,True
149,3.py,True,False
149,4.py,True,False
149,5.py,True,False
149,6.py,True,True
149,7.py,True,False
149,8.py,True,False
149,9.py,True,False
150,0.py,True,True
150,1.py,True,True
150,2.py,True,True
150,3.py,True,True
150,4.py,True,True
150,5.py,True,True
150,6.py,True,False
150,7.py,True,True
150,8.py,True,False
150,9.py,False,False
151,0.py,True,False
151,1.py,True,False
151,2.py,True,False
151,3.py,True,False
151,4.py,True,False
151,5.py,True,False
151,6.py,True,False
151,7.py,True,False
151,8.py,True,False
151,9.py,True,True
152,0.py,True,True
152,1.py,True,True
152,2.py,True,True
152,3.py,True,True
152,4.py,True,True
152,5.py,True,True
152,6.py,True,True
152,7.py,True,True
152,8.py,True,True
152,9.py,True,True
153,0.py,True,True
153,1.py,True,True
153,2.py,False,False
153,3.py,False,False
153,4.py,False,False
153,5.py,True,True
