task_id,sol_name,submit_res
HumanEval_19,sol2,False
HumanEval_19,sol3,True
HumanEval_19,sol4,True
HumanEval_19,sol5,True
HumanEval_19,sol6,True
HumanEval_19,sol7,True
HumanEval_19,sol8,True
HumanEval_19,sol9,True
HumanEval_20,sol0,True
HumanEval_20,sol1,True
HumanEval_20,sol2,True
HumanEval_20,sol3,True
HumanEval_20,sol4,True
HumanEval_20,sol5,True
HumanEval_20,sol6,True
HumanEval_20,sol7,True
HumanEval_20,sol8,True
HumanEval_20,sol9,True
HumanEval_21,sol0,True
HumanEval_21,sol1,True
HumanEval_21,sol2,True
HumanEval_21,sol3,True
HumanEval_21,sol4,True
HumanEval_21,sol5,True
HumanEval_21,sol6,True
HumanEval_21,sol7,True
HumanEval_21,sol8,True
HumanEval_21,sol9,True
HumanEval_22,sol0,True
HumanEval_22,sol1,True
HumanEval_22,sol2,True
HumanEval_22,sol3,True
HumanEval_22,sol4,True
HumanEval_22,sol5,True
HumanEval_22,sol6,True
HumanEval_22,sol7,True
HumanEval_22,sol8,True
HumanEval_22,sol9,True
HumanEval_23,sol0,True
HumanEval_23,sol1,True
HumanEval_23,sol2,True
HumanEval_23,sol3,True
HumanEval_23,sol4,True
HumanEval_23,sol5,True
HumanEval_23,sol6,True
HumanEval_23,sol7,True
HumanEval_23,sol8,True
HumanEval_23,sol9,True
HumanEval_25,sol0,True
HumanEval_25,sol1,True
HumanEval_25,sol2,True
HumanEval_25,sol3,True
HumanEval_25,sol4,True
HumanEval_25,sol5,True
HumanEval_25,sol6,False
HumanEval_25,sol7,True
HumanEval_25,sol8,True
HumanEval_25,sol9,True
HumanEval_26,sol0,False
HumanEval_26,sol1,False
HumanEval_26,sol2,False
HumanEval_26,sol3,True
HumanEval_26,sol4,False
HumanEval_26,sol5,True
HumanEval_26,sol6,False
HumanEval_26,sol7,False
HumanEval_26,sol8,False
HumanEval_26,sol9,False
HumanEval_27,sol0,True
HumanEval_27,sol1,True
HumanEval_27,sol2,True
HumanEval_27,sol3,True
HumanEval_27,sol4,True
HumanEval_27,sol5,True
HumanEval_27,sol6,True
HumanEval_27,sol7,True
HumanEval_27,sol8,True
HumanEval_27,sol9,True
HumanEval_28,sol0,True
HumanEval_28,sol1,True
HumanEval_28,sol2,True
HumanEval_28,sol3,True
HumanEval_28,sol4,True
HumanEval_28,sol5,True
HumanEval_28,sol6,True
HumanEval_28,sol7,True
HumanEval_28,sol8,True
HumanEval_28,sol9,True
HumanEval_29,sol0,True
HumanEval_29,sol1,True
HumanEval_29,sol2,True
HumanEval_29,sol3,True
HumanEval_29,sol4,True
HumanEval_29,sol5,True
HumanEval_29,sol6,True
HumanEval_29,sol7,True
HumanEval_29,sol8,True
HumanEval_29,sol9,True
HumanEval_30,sol0,True
HumanEval_30,sol1,True
HumanEval_30,sol2,True
HumanEval_30,sol3,True
HumanEval_30,sol4,True
HumanEval_30,sol5,True
HumanEval_30,sol6,True
HumanEval_30,sol7,True
HumanEval_30,sol8,True
HumanEval_30,sol9,True
HumanEval_31,sol0,True
HumanEval_31,sol1,True
HumanEval_31,sol2,True
HumanEval_31,sol3,True
HumanEval_31,sol4,True
HumanEval_31,sol5,True
HumanEval_31,sol6,True
HumanEval_31,sol7,True
HumanEval_31,sol8,True
HumanEval_31,sol9,True
HumanEval_33,sol0,True
HumanEval_33,sol1,True
HumanEval_33,sol2,True
HumanEval_33,sol3,True
HumanEval_33,sol4,True
HumanEval_33,sol5,True
HumanEval_33,sol6,True
HumanEval_33,sol7,True
HumanEval_33,sol8,True
HumanEval_33,sol9,True
HumanEval_34,sol0,True
HumanEval_34,sol1,True
HumanEval_34,sol2,True
HumanEval_34,sol3,True
HumanEval_34,sol4,True
HumanEval_34,sol5,True
HumanEval_34,sol6,True
HumanEval_34,sol7,True
HumanEval_34,sol8,True
HumanEval_34,sol9,True
HumanEval_35,sol0,True
HumanEval_35,sol1,True
HumanEval_35,sol2,True
HumanEval_35,sol3,True
HumanEval_35,sol4,True
HumanEval_35,sol5,True
HumanEval_35,sol6,True
HumanEval_35,sol7,True
HumanEval_35,sol8,True
HumanEval_35,sol9,True
HumanEval_36,sol0,False
HumanEval_36,sol1,False
HumanEval_36,sol2,True
HumanEval_36,sol3,True
HumanEval_36,sol4,True
HumanEval_36,sol5,True
HumanEval_36,sol6,True
HumanEval_36,sol7,False
HumanEval_36,sol8,True
HumanEval_36,sol9,False
HumanEval_37,sol0,True
HumanEval_37,sol1,True
HumanEval_37,sol2,True
HumanEval_37,sol3,True
HumanEval_37,sol4,True
HumanEval_37,sol5,True
HumanEval_37,sol6,True
HumanEval_37,sol7,True
HumanEval_37,sol8,True
HumanEval_37,sol9,True
HumanEval_39,sol0,True
HumanEval_39,sol1,True
HumanEval_39,sol2,True
HumanEval_39,sol3,True
HumanEval_39,sol4,False
HumanEval_39,sol5,True
HumanEval_39,sol6,True
HumanEval_39,sol7,True
HumanEval_39,sol8,True
HumanEval_39,sol9,True
HumanEval_40,sol0,True
HumanEval_40,sol1,True
HumanEval_40,sol2,True
HumanEval_40,sol3,True
HumanEval_40,sol4,True
HumanEval_40,sol5,True
HumanEval_40,sol6,True
HumanEval_40,sol7,True
HumanEval_40,sol8,True
HumanEval_40,sol9,False
HumanEval_41,sol0,True
HumanEval_41,sol1,True
HumanEval_41,sol2,True
HumanEval_41,sol3,True
HumanEval_41,sol4,True
HumanEval_41,sol5,True
HumanEval_41,sol6,True
HumanEval_41,sol7,True
HumanEval_41,sol8,True
HumanEval_41,sol9,True
HumanEval_42,sol0,True
HumanEval_42,sol1,True
HumanEval_42,sol2,True
HumanEval_42,sol3,True
HumanEval_42,sol4,True
HumanEval_42,sol5,True
HumanEval_42,sol6,True
HumanEval_42,sol7,True
HumanEval_42,sol8,True
HumanEval_42,sol9,True
HumanEval_43,sol0,True
HumanEval_43,sol1,True
HumanEval_43,sol2,True
HumanEval_43,sol3,True
HumanEval_43,sol4,True
HumanEval_43,sol5,True
HumanEval_43,sol6,True
HumanEval_43,sol7,True
HumanEval_43,sol8,True
HumanEval_43,sol9,True
HumanEval_44,sol0,True
HumanEval_44,sol1,True
HumanEval_44,sol2,True
HumanEval_44,sol3,True
HumanEval_44,sol4,True
HumanEval_44,sol5,True
HumanEval_44,sol6,True
HumanEval_44,sol7,True
HumanEval_44,sol8,True
HumanEval_44,sol9,True
HumanEval_45,sol0,True
HumanEval_45,sol1,True
HumanEval_45,sol2,True
HumanEval_45,sol3,True
HumanEval_45,sol4,True
HumanEval_45,sol5,True
HumanEval_45,sol6,True
HumanEval_45,sol7,True
HumanEval_45,sol8,True
HumanEval_45,sol9,True
HumanEval_46,sol0,True
HumanEval_46,sol1,True
HumanEval_46,sol2,True
HumanEval_46,sol3,True
HumanEval_46,sol4,True
HumanEval_46,sol5,True
HumanEval_46,sol6,True
HumanEval_46,sol7,True
HumanEval_46,sol8,True
HumanEval_46,sol9,True
HumanEval_47,sol0,True
HumanEval_47,sol1,True
HumanEval_47,sol2,True
HumanEval_47,sol3,True
HumanEval_47,sol4,True
HumanEval_47,sol5,True
HumanEval_47,sol6,True
HumanEval_47,sol7,True
HumanEval_47,sol8,True
HumanEval_47,sol9,True
HumanEval_48,sol0,True
HumanEval_48,sol1,True
HumanEval_48,sol2,True
HumanEval_48,sol3,True
HumanEval_48,sol4,True
HumanEval_48,sol5,True
HumanEval_48,sol6,True
HumanEval_48,sol7,True
HumanEval_48,sol8,True
HumanEval_48,sol9,True
HumanEval_49,sol0,True
HumanEval_49,sol1,True
HumanEval_49,sol2,True
HumanEval_49,sol3,True
HumanEval_49,sol4,True
HumanEval_49,sol5,True
HumanEval_49,sol6,True
HumanEval_49,sol7,True
HumanEval_49,sol8,True
HumanEval_49,sol9,True
HumanEval_50,sol0,False
HumanEval_50,sol1,False
HumanEval_50,sol2,True
HumanEval_50,sol3,False
HumanEval_50,sol4,False
HumanEval_50,sol5,False
HumanEval_50,sol6,True
HumanEval_50,sol7,False
HumanEval_50,sol8,True
HumanEval_50,sol9,False
HumanEval_51,sol0,True
HumanEval_51,sol1,True
HumanEval_51,sol2,True
HumanEval_51,sol3,True
HumanEval_51,sol4,True
HumanEval_51,sol5,True
HumanEval_51,sol6,True
HumanEval_51,sol7,True
HumanEval_51,sol8,True
HumanEval_51,sol9,True
HumanEval_52,sol0,True
HumanEval_52,sol1,True
HumanEval_52,sol2,True
HumanEval_52,sol3,True
HumanEval_52,sol4,True
HumanEval_52,sol5,True
HumanEval_52,sol6,True
HumanEval_52,sol7,True
HumanEval_52,sol8,True
HumanEval_52,sol9,True
HumanEval_53,sol0,True
HumanEval_53,sol1,True
HumanEval_53,sol2,True
HumanEval_53,sol3,True
HumanEval_53,sol4,True
HumanEval_53,sol5,True
HumanEval_53,sol6,True
HumanEval_53,sol7,True
HumanEval_53,sol8,True
HumanEval_53,sol9,True
HumanEval_54,sol0,False
HumanEval_54,sol1,True
HumanEval_54,sol2,False
HumanEval_54,sol3,False
HumanEval_54,sol4,True
HumanEval_54,sol5,False
HumanEval_54,sol6,False
HumanEval_54,sol7,True
HumanEval_54,sol8,False
HumanEval_54,sol9,False
HumanEval_55,sol0,True
HumanEval_55,sol1,True
HumanEval_55,sol2,True
HumanEval_55,sol3,True
HumanEval_55,sol4,True
HumanEval_55,sol5,True
HumanEval_55,sol6,True
HumanEval_55,sol7,True
HumanEval_55,sol8,True
HumanEval_55,sol9,True
HumanEval_56,sol0,True
HumanEval_56,sol1,True
HumanEval_56,sol2,True
HumanEval_56,sol3,True
HumanEval_56,sol4,True
HumanEval_56,sol5,True
HumanEval_56,sol6,True
HumanEval_56,sol7,True
HumanEval_56,sol8,True
HumanEval_56,sol9,True
HumanEval_57,sol0,True
HumanEval_57,sol1,True
HumanEval_57,sol2,True
HumanEval_57,sol3,True
HumanEval_57,sol4,True
HumanEval_57,sol5,True
HumanEval_57,sol6,True
HumanEval_57,sol7,True
HumanEval_57,sol8,True
HumanEval_57,sol9,True
HumanEval_58,sol0,True
HumanEval_58,sol1,True
HumanEval_58,sol2,True
HumanEval_58,sol3,True
HumanEval_58,sol4,True
HumanEval_58,sol5,True
HumanEval_58,sol6,True
HumanEval_58,sol7,True
HumanEval_58,sol8,True
HumanEval_58,sol9,True
HumanEval_59,sol0,True
HumanEval_59,sol1,True
HumanEval_59,sol2,True
HumanEval_59,sol3,True
HumanEval_59,sol4,True
HumanEval_59,sol5,True
HumanEval_59,sol6,True
HumanEval_59,sol7,True
HumanEval_59,sol8,True
HumanEval_59,sol9,True
HumanEval_61,sol0,True
HumanEval_61,sol1,True
HumanEval_61,sol2,True
HumanEval_61,sol3,True
HumanEval_61,sol4,True
HumanEval_61,sol5,True
HumanEval_61,sol6,True
HumanEval_61,sol7,True
HumanEval_61,sol8,True
HumanEval_61,sol9,True
HumanEval_62,sol0,True
HumanEval_62,sol1,True
HumanEval_62,sol2,True
HumanEval_62,sol3,False
HumanEval_62,sol4,True
HumanEval_62,sol5,True
HumanEval_62,sol6,True
HumanEval_62,sol7,True
HumanEval_62,sol8,True
HumanEval_62,sol9,True
HumanEval_63,sol0,True
HumanEval_63,sol1,True
HumanEval_63,sol2,True
HumanEval_63,sol3,True
HumanEval_63,sol4,True
HumanEval_63,sol5,True
HumanEval_63,sol6,True
HumanEval_63,sol7,True
HumanEval_63,sol8,True
HumanEval_63,sol9,True
HumanEval_64,sol0,True
HumanEval_64,sol1,True
HumanEval_64,sol2,True
HumanEval_64,sol3,True
HumanEval_64,sol4,True
HumanEval_64,sol5,True
HumanEval_64,sol6,True
HumanEval_64,sol7,True
HumanEval_64,sol8,True
HumanEval_64,sol9,False
HumanEval_65,sol0,False
HumanEval_65,sol1,True
HumanEval_65,sol2,False
HumanEval_65,sol3,False
HumanEval_65,sol4,True
HumanEval_65,sol5,False
HumanEval_65,sol6,False
HumanEval_65,sol7,True
HumanEval_65,sol8,False
HumanEval_65,sol9,False
HumanEval_66,sol0,True
HumanEval_66,sol1,True
HumanEval_66,sol2,True
HumanEval_66,sol3,True
HumanEval_66,sol4,True
HumanEval_66,sol5,True
HumanEval_66,sol6,True
HumanEval_66,sol7,True
HumanEval_66,sol8,True
HumanEval_66,sol9,True
HumanEval_67,sol0,True
HumanEval_67,sol1,True
HumanEval_67,sol2,True
HumanEval_67,sol3,True
HumanEval_67,sol4,True
HumanEval_67,sol5,True
HumanEval_67,sol6,False
HumanEval_67,sol7,True
HumanEval_67,sol8,True
HumanEval_67,sol9,True
HumanEval_68,sol0,True
HumanEval_68,sol1,True
HumanEval_68,sol2,True
HumanEval_68,sol3,True
HumanEval_68,sol4,True
HumanEval_68,sol5,True
HumanEval_68,sol6,True
HumanEval_68,sol7,True
HumanEval_68,sol8,True
HumanEval_68,sol9,True
HumanEval_69,sol0,True
HumanEval_69,sol1,True
HumanEval_69,sol2,True
HumanEval_69,sol3,True
HumanEval_69,sol4,True
HumanEval_69,sol5,True
HumanEval_69,sol6,False
HumanEval_69,sol7,True
HumanEval_69,sol8,False
HumanEval_69,sol9,True
HumanEval_70,sol0,True
HumanEval_70,sol1,False
HumanEval_70,sol2,False
HumanEval_70,sol3,False
HumanEval_70,sol4,False
HumanEval_70,sol5,False
HumanEval_70,sol6,False
HumanEval_70,sol7,False
HumanEval_70,sol8,False
HumanEval_70,sol9,False
HumanEval_71,sol0,True
HumanEval_71,sol1,True
HumanEval_71,sol2,True
HumanEval_71,sol3,True
HumanEval_71,sol4,True
HumanEval_71,sol5,True
HumanEval_71,sol6,True
HumanEval_71,sol7,True
HumanEval_71,sol8,True
HumanEval_71,sol9,True
HumanEval_72,sol0,True
HumanEval_72,sol1,True
HumanEval_72,sol2,True
HumanEval_72,sol3,True
HumanEval_72,sol4,True
HumanEval_72,sol5,True
HumanEval_72,sol6,True
HumanEval_72,sol7,True
HumanEval_72,sol8,True
HumanEval_72,sol9,True
HumanEval_73,sol0,True
HumanEval_73,sol1,True
HumanEval_73,sol2,True
HumanEval_73,sol3,True
HumanEval_73,sol4,True
HumanEval_73,sol5,True
HumanEval_73,sol6,True
HumanEval_73,sol7,True
HumanEval_73,sol8,True
HumanEval_73,sol9,True
HumanEval_74,sol0,False
HumanEval_74,sol1,True
HumanEval_74,sol2,False
HumanEval_74,sol3,True
HumanEval_74,sol4,True
HumanEval_74,sol5,True
HumanEval_74,sol6,True
HumanEval_74,sol7,True
HumanEval_74,sol8,True
HumanEval_74,sol9,True
HumanEval_75,sol0,True
HumanEval_75,sol1,False
HumanEval_75,sol2,False
HumanEval_75,sol3,True
HumanEval_75,sol4,True
HumanEval_75,sol5,True
HumanEval_75,sol6,True
HumanEval_75,sol7,False
HumanEval_75,sol8,False
HumanEval_75,sol9,True
HumanEval_76,sol0,True
HumanEval_76,sol1,True
HumanEval_76,sol2,True
HumanEval_76,sol3,True
HumanEval_76,sol4,True
HumanEval_76,sol5,True
HumanEval_76,sol6,True
HumanEval_76,sol7,True
HumanEval_76,sol8,True
HumanEval_76,sol9,True
HumanEval_77,sol0,True
HumanEval_77,sol1,True
HumanEval_77,sol2,True
HumanEval_77,sol3,False
HumanEval_77,sol4,False
HumanEval_77,sol5,True
HumanEval_77,sol6,True
HumanEval_77,sol7,False
HumanEval_77,sol8,False
HumanEval_77,sol9,False
HumanEval_78,sol0,True
HumanEval_78,sol1,True
HumanEval_78,sol2,True
HumanEval_78,sol3,True
HumanEval_78,sol4,True
HumanEval_78,sol5,True
HumanEval_78,sol6,True
HumanEval_78,sol7,True
HumanEval_78,sol8,True
HumanEval_78,sol9,True
HumanEval_79,sol0,False
HumanEval_79,sol1,False
HumanEval_79,sol2,True
HumanEval_79,sol3,True
HumanEval_79,sol4,False
HumanEval_79,sol5,True
HumanEval_79,sol6,False
HumanEval_79,sol7,False
HumanEval_79,sol8,True
HumanEval_79,sol9,False
HumanEval_80,sol0,True
HumanEval_80,sol1,True
HumanEval_80,sol2,True
HumanEval_80,sol3,True
HumanEval_80,sol4,True
HumanEval_80,sol5,True
HumanEval_80,sol6,True
HumanEval_80,sol7,True
HumanEval_80,sol8,True
HumanEval_80,sol9,True
HumanEval_81,sol0,True
HumanEval_81,sol1,True
HumanEval_81,sol2,False
HumanEval_81,sol3,True
HumanEval_81,sol4,False
HumanEval_81,sol5,True
HumanEval_81,sol6,True
HumanEval_81,sol7,False
HumanEval_81,sol8,False
HumanEval_81,sol9,False
HumanEval_82,sol0,True
HumanEval_82,sol1,True
HumanEval_82,sol2,True
HumanEval_82,sol3,True
HumanEval_82,sol4,True
HumanEval_82,sol5,True
HumanEval_82,sol6,True
HumanEval_82,sol7,True
HumanEval_82,sol8,True
HumanEval_82,sol9,True
HumanEval_83,sol0,True
HumanEval_83,sol1,True
HumanEval_83,sol2,True
HumanEval_83,sol3,True
HumanEval_83,sol4,True
HumanEval_83,sol5,True
HumanEval_83,sol6,True
HumanEval_83,sol7,True
HumanEval_83,sol8,True
HumanEval_83,sol9,True
HumanEval_84,sol0,True
HumanEval_84,sol1,True
HumanEval_84,sol2,True
HumanEval_84,sol3,True
HumanEval_84,sol4,True
HumanEval_84,sol5,True
HumanEval_84,sol6,True
HumanEval_84,sol7,True
HumanEval_84,sol8,True
HumanEval_84,sol9,True
HumanEval_85,sol0,True
HumanEval_85,sol1,True
HumanEval_85,sol2,True
HumanEval_85,sol3,True
HumanEval_85,sol4,True
HumanEval_85,sol5,True
HumanEval_85,sol6,True
HumanEval_85,sol7,True
HumanEval_85,sol8,True
HumanEval_85,sol9,True
HumanEval_86,sol0,True
HumanEval_86,sol1,True
HumanEval_86,sol2,True
HumanEval_86,sol3,True
HumanEval_86,sol4,True
HumanEval_86,sol5,True
HumanEval_86,sol6,True
HumanEval_86,sol7,True
HumanEval_86,sol8,True
HumanEval_86,sol9,True
HumanEval_87,sol0,True
HumanEval_87,sol1,True
HumanEval_87,sol2,True
HumanEval_87,sol3,True
HumanEval_87,sol4,True
HumanEval_87,sol5,True
HumanEval_87,sol6,True
HumanEval_87,sol7,True
HumanEval_87,sol8,True
HumanEval_87,sol9,True
HumanEval_88,sol0,True
HumanEval_88,sol1,True
HumanEval_88,sol2,True
HumanEval_88,sol3,True
HumanEval_88,sol4,True
HumanEval_88,sol5,True
HumanEval_88,sol6,True
HumanEval_88,sol7,True
HumanEval_88,sol8,True
HumanEval_88,sol9,True
HumanEval_89,sol0,True
HumanEval_89,sol1,True
HumanEval_89,sol2,True
HumanEval_89,sol3,True
HumanEval_89,sol4,True
HumanEval_89,sol5,True
HumanEval_89,sol6,True
HumanEval_89,sol7,True
HumanEval_89,sol8,True
HumanEval_89,sol9,True
HumanEval_90,sol0,True
HumanEval_90,sol1,True
HumanEval_90,sol2,False
HumanEval_90,sol3,True
HumanEval_90,sol4,False
HumanEval_90,sol5,False
HumanEval_90,sol6,True
HumanEval_90,sol7,True
HumanEval_90,sol8,True
HumanEval_90,sol9,True
HumanEval_91,sol0,False
HumanEval_91,sol1,False
HumanEval_91,sol2,False
HumanEval_91,sol3,False
HumanEval_91,sol4,False
HumanEval_91,sol5,False
HumanEval_91,sol6,False
HumanEval_91,sol7,False
HumanEval_91,sol8,True
HumanEval_91,sol9,False
HumanEval_92,sol0,True
HumanEval_92,sol1,True
HumanEval_92,sol2,True
HumanEval_92,sol3,True
HumanEval_92,sol4,True
HumanEval_92,sol5,True
HumanEval_92,sol6,True
HumanEval_92,sol7,True
HumanEval_92,sol8,True
HumanEval_92,sol9,True
HumanEval_94,sol0,True
HumanEval_94,sol1,True
HumanEval_94,sol2,True
HumanEval_94,sol3,True
HumanEval_94,sol4,True
HumanEval_94,sol5,True
HumanEval_94,sol6,True
HumanEval_94,sol7,True
HumanEval_94,sol8,True
HumanEval_94,sol9,True
HumanEval_95,sol0,True
HumanEval_95,sol1,True
HumanEval_95,sol2,True
HumanEval_95,sol3,True
HumanEval_95,sol4,True
HumanEval_95,sol5,True
HumanEval_95,sol6,True
HumanEval_95,sol7,True
HumanEval_95,sol8,True
HumanEval_95,sol9,True
HumanEval_96,sol0,True
HumanEval_96,sol1,True
HumanEval_96,sol2,True
HumanEval_96,sol3,True
HumanEval_96,sol4,True
HumanEval_96,sol5,True
HumanEval_96,sol6,True
HumanEval_96,sol7,True
HumanEval_96,sol8,True
HumanEval_96,sol9,True
HumanEval_97,sol0,True
HumanEval_97,sol1,True
HumanEval_97,sol2,True
HumanEval_97,sol3,True
HumanEval_97,sol4,True
HumanEval_97,sol5,True
HumanEval_97,sol6,False
HumanEval_97,sol7,True
HumanEval_97,sol8,True
HumanEval_97,sol9,True
HumanEval_98,sol0,False
HumanEval_98,sol1,False
HumanEval_98,sol2,False
HumanEval_98,sol3,False
HumanEval_98,sol4,False
HumanEval_98,sol5,False
HumanEval_98,sol6,False
HumanEval_98,sol7,False
HumanEval_98,sol8,False
HumanEval_98,sol9,False
HumanEval_99,sol0,True
HumanEval_99,sol1,True
HumanEval_99,sol2,True
HumanEval_99,sol3,True
HumanEval_99,sol4,True
HumanEval_99,sol5,True
HumanEval_99,sol6,True
HumanEval_99,sol7,True
HumanEval_99,sol8,True
HumanEval_99,sol9,True
HumanEval_101,sol0,True
HumanEval_101,sol1,True
HumanEval_101,sol2,True
HumanEval_101,sol3,True
HumanEval_101,sol4,True
HumanEval_101,sol5,True
HumanEval_101,sol6,True
HumanEval_101,sol7,True
HumanEval_101,sol8,True
HumanEval_101,sol9,True
HumanEval_102,sol0,False
HumanEval_102,sol1,True
HumanEval_102,sol2,False
HumanEval_102,sol3,True
HumanEval_102,sol4,False
HumanEval_102,sol5,False
HumanEval_102,sol6,True
HumanEval_102,sol7,True
HumanEval_102,sol8,True
HumanEval_102,sol9,False
HumanEval_104,sol0,True
HumanEval_104,sol1,True
HumanEval_104,sol2,True
HumanEval_104,sol3,True
HumanEval_104,sol4,True
HumanEval_104,sol5,True
HumanEval_104,sol6,True
HumanEval_104,sol7,True
HumanEval_104,sol8,True
HumanEval_104,sol9,True
HumanEval_105,sol0,True
HumanEval_105,sol1,True
HumanEval_105,sol2,True
HumanEval_105,sol3,True
HumanEval_105,sol4,True
HumanEval_105,sol5,True
HumanEval_105,sol6,True
HumanEval_105,sol7,True
HumanEval_105,sol8,True
HumanEval_105,sol9,True
HumanEval_108,sol0,True
HumanEval_108,sol1,True
HumanEval_108,sol2,False
HumanEval_108,sol3,False
HumanEval_108,sol4,False
HumanEval_108,sol5,True
HumanEval_108,sol6,True
HumanEval_108,sol7,False
HumanEval_108,sol8,False
HumanEval_108,sol9,True
HumanEval_109,sol0,False
HumanEval_109,sol1,True
HumanEval_109,sol2,True
HumanEval_109,sol3,True
HumanEval_109,sol4,False
HumanEval_109,sol5,True
HumanEval_109,sol6,True
HumanEval_109,sol7,False
HumanEval_109,sol8,True
HumanEval_109,sol9,True
HumanEval_110,sol0,True
HumanEval_110,sol1,True
HumanEval_110,sol2,True
HumanEval_110,sol3,True
HumanEval_110,sol4,True
HumanEval_110,sol5,True
HumanEval_110,sol6,True
HumanEval_110,sol7,True
