pid,sol_name,submit_res
22,8.py,True
22,9.py,True
23,0.py,True
23,1.py,True
23,2.py,True
23,3.py,True
23,4.py,True
23,5.py,True
23,6.py,True
23,7.py,True
23,8.py,True
23,9.py,True
24,0.py,True
24,1.py,True
24,2.py,True
24,3.py,True
24,4.py,True
24,5.py,True
24,6.py,True
24,7.py,True
24,8.py,True
24,9.py,True
25,0.py,True
25,1.py,True
25,2.py,True
25,3.py,True
25,4.py,True
25,5.py,True
25,6.py,True
25,7.py,True
25,8.py,True
25,9.py,True
26,0.py,True
26,1.py,False
26,2.py,False
26,3.py,True
26,4.py,True
26,5.py,False
26,6.py,False
26,7.py,True
26,8.py,False
26,9.py,True
27,0.py,True
27,1.py,True
27,2.py,True
27,3.py,True
27,4.py,True
27,5.py,True
27,6.py,True
27,7.py,True
27,8.py,True
27,9.py,True
28,0.py,True
28,1.py,True
28,2.py,True
28,3.py,True
28,4.py,True
28,5.py,True
28,6.py,True
28,7.py,True
28,8.py,True
28,9.py,True
29,0.py,True
29,1.py,True
29,2.py,True
29,3.py,True
29,4.py,True
29,5.py,True
29,6.py,True
29,7.py,True
29,8.py,True
29,9.py,True
30,0.py,True
30,1.py,True
30,2.py,True
30,3.py,True
30,4.py,True
30,5.py,True
30,6.py,True
30,7.py,True
30,8.py,True
30,9.py,True
31,0.py,True
31,1.py,True
31,2.py,True
31,3.py,True
31,4.py,True
31,5.py,True
31,6.py,True
31,7.py,True
31,8.py,True
31,9.py,True
33,0.py,True
33,1.py,True
33,2.py,True
33,3.py,True
33,4.py,True
33,5.py,True
33,6.py,True
33,7.py,True
33,8.py,False
33,9.py,False
34,0.py,True
34,1.py,True
34,2.py,True
34,3.py,True
34,4.py,True
34,5.py,True
34,6.py,True
34,7.py,True
34,8.py,True
34,9.py,True
35,0.py,True
35,1.py,True
35,2.py,True
35,3.py,True
35,4.py,True
35,5.py,True
35,6.py,True
35,7.py,True
35,8.py,True
35,9.py,True
36,0.py,True
36,1.py,False
36,2.py,False
36,3.py,False
36,4.py,True
36,5.py,False
36,6.py,False
36,7.py,False
36,8.py,False
36,9.py,True
37,0.py,True
37,1.py,True
37,2.py,True
37,3.py,True
37,4.py,True
37,5.py,True
37,6.py,True
37,7.py,True
37,8.py,True
37,9.py,True
38,0.py,True
38,1.py,True
38,2.py,True
38,3.py,True
38,4.py,True
38,5.py,True
38,6.py,True
38,7.py,True
38,8.py,True
38,9.py,True
39,0.py,False
39,1.py,False
39,2.py,False
39,3.py,False
39,4.py,False
39,5.py,False
39,6.py,False
39,7.py,False
39,8.py,False
39,9.py,True
40,0.py,True
40,1.py,True
40,2.py,True
40,3.py,True
40,4.py,False
40,5.py,True
40,6.py,True
40,7.py,True
40,8.py,True
40,9.py,True
41,0.py,False
41,1.py,False
41,2.py,False
41,3.py,True
41,4.py,False
41,5.py,False
41,6.py,False
41,7.py,False
41,8.py,False
41,9.py,False
42,0.py,True
42,1.py,True
42,2.py,True
42,3.py,True
42,4.py,True
42,5.py,True
42,6.py,True
42,7.py,True
42,8.py,True
42,9.py,True
43,0.py,True
43,1.py,True
43,2.py,True
43,3.py,True
43,4.py,True
43,5.py,True
43,6.py,False
43,7.py,True
43,8.py,True
43,9.py,True
44,0.py,True
44,1.py,True
44,2.py,True
44,3.py,True
44,4.py,True
44,5.py,True
44,6.py,True
44,7.py,True
44,8.py,True
44,9.py,True
45,0.py,True
45,1.py,True
45,2.py,True
45,3.py,True
45,4.py,True
45,5.py,True
45,6.py,True
45,7.py,True
45,8.py,True
45,9.py,True
46,0.py,False
46,1.py,True
46,2.py,True
46,3.py,True
46,4.py,True
46,5.py,True
46,6.py,True
46,7.py,True
46,8.py,False
46,9.py,True
47,0.py,True
47,1.py,False
47,2.py,True
47,3.py,True
47,4.py,True
47,5.py,True
47,6.py,True
47,7.py,True
47,8.py,False
47,9.py,True
48,0.py,True
48,1.py,True
48,2.py,True
48,3.py,True
48,4.py,True
48,5.py,True
48,6.py,True
48,7.py,True
48,8.py,True
48,9.py,True
49,0.py,True
49,1.py,True
49,2.py,True
49,3.py,True
49,4.py,True
49,5.py,True
49,6.py,True
49,7.py,True
49,8.py,True
49,9.py,True
50,0.py,True
50,1.py,False
50,2.py,True
50,3.py,True
50,4.py,True
50,5.py,True
50,6.py,True
50,7.py,False
50,8.py,True
50,9.py,True
51,0.py,True
51,1.py,True
51,2.py,True
51,3.py,True
51,4.py,True
51,5.py,True
51,6.py,True
51,7.py,True
51,8.py,True
51,9.py,True
52,0.py,False
52,1.py,True
52,2.py,True
52,3.py,True
52,4.py,True
52,5.py,True
52,6.py,True
52,7.py,True
52,8.py,True
52,9.py,True
53,0.py,True
53,1.py,True
53,2.py,True
53,3.py,True
53,4.py,True
53,5.py,True
53,6.py,True
53,7.py,True
53,8.py,True
53,9.py,True
54,0.py,False
54,1.py,False
54,2.py,False
54,3.py,False
54,4.py,True
54,5.py,False
54,6.py,False
54,7.py,True
54,8.py,False
54,9.py,False
55,0.py,True
55,1.py,True
55,2.py,True
55,3.py,True
55,4.py,True
55,5.py,True
55,6.py,False
55,7.py,True
55,8.py,True
55,9.py,True
56,0.py,True
56,1.py,True
56,2.py,True
56,3.py,False
56,4.py,True
56,5.py,True
56,6.py,True
56,7.py,True
56,8.py,True
56,9.py,True
57,0.py,True
57,1.py,True
57,2.py,True
57,3.py,True
57,4.py,True
57,5.py,True
57,6.py,True
57,7.py,True
57,8.py,True
57,9.py,True
58,0.py,True
58,1.py,True
58,2.py,True
58,3.py,True
58,4.py,True
58,5.py,True
58,6.py,True
58,7.py,True
58,8.py,True
58,9.py,True
59,0.py,True
59,1.py,True
59,2.py,True
59,3.py,True
59,4.py,True
59,5.py,True
59,6.py,True
59,7.py,True
59,8.py,True
59,9.py,False
60,0.py,True
60,1.py,True
60,2.py,True
60,3.py,True
60,4.py,True
60,5.py,True
60,6.py,True
60,7.py,True
60,8.py,True
60,9.py,True
61,0.py,True
61,1.py,True
61,2.py,True
61,3.py,True
61,4.py,True
61,5.py,True
61,6.py,True
61,7.py,True
61,8.py,True
61,9.py,True
62,0.py,True
62,1.py,True
62,2.py,True
62,3.py,True
62,4.py,True
62,5.py,True
62,6.py,True
62,7.py,True
62,8.py,True
62,9.py,True
63,0.py,False
63,1.py,True
63,2.py,True
63,3.py,True
63,4.py,False
63,5.py,True
63,6.py,True
63,7.py,False
63,8.py,True
63,9.py,True
64,0.py,True
64,1.py,True
64,2.py,True
64,3.py,True
64,4.py,False
64,5.py,False
64,6.py,True
64,7.py,False
64,8.py,False
64,9.py,False
65,0.py,True
65,1.py,True
65,2.py,False
65,3.py,True
65,4.py,False
65,5.py,True
65,6.py,False
65,7.py,False
65,8.py,False
65,9.py,True
66,0.py,True
66,1.py,True
66,2.py,True
66,3.py,True
66,4.py,True
66,5.py,True
66,6.py,True
66,7.py,True
66,8.py,True
66,9.py,True
67,0.py,True
67,1.py,True
67,2.py,False
67,3.py,True
67,4.py,False
67,5.py,True
67,6.py,True
67,7.py,True
67,8.py,False
67,9.py,True
68,0.py,True
68,1.py,False
68,2.py,True
68,3.py,True
68,4.py,True
68,5.py,True
68,6.py,True
68,7.py,True
68,8.py,True
68,9.py,True
69,0.py,True
69,1.py,True
69,2.py,False
69,3.py,True
69,4.py,True
69,5.py,True
69,6.py,True
69,7.py,True
69,8.py,True
69,9.py,True
70,0.py,True
70,1.py,False
70,2.py,False
70,3.py,False
70,4.py,False
70,5.py,False
70,6.py,False
70,7.py,False
70,8.py,False
70,9.py,False
71,0.py,True
71,1.py,True
71,2.py,True
71,3.py,True
71,4.py,True
71,5.py,True
71,6.py,True
71,7.py,True
71,8.py,True
71,9.py,True
72,0.py,True
72,1.py,True
72,2.py,True
72,3.py,True
72,4.py,True
72,5.py,True
72,6.py,True
72,7.py,True
72,8.py,True
72,9.py,True
73,0.py,True
73,1.py,True
73,2.py,True
73,3.py,True
73,4.py,True
73,5.py,True
73,6.py,False
73,7.py,True
73,8.py,True
73,9.py,True
74,0.py,True
74,1.py,True
74,2.py,True
74,3.py,True
74,4.py,False
74,5.py,True
74,6.py,True
74,7.py,True
74,8.py,False
74,9.py,True
75,0.py,False
75,1.py,False
75,2.py,False
75,3.py,False
75,4.py,False
75,5.py,False
75,6.py,False
75,7.py,False
75,8.py,False
75,9.py,False
76,0.py,True
76,1.py,False
76,2.py,False
76,3.py,True
76,4.py,False
76,5.py,True
76,6.py,True
76,7.py,False
76,8.py,False
76,9.py,True
77,0.py,False
77,1.py,True
77,2.py,False
77,3.py,False
77,4.py,True
77,5.py,False
77,6.py,False
77,7.py,True
77,8.py,True
77,9.py,False
78,0.py,True
78,1.py,True
78,2.py,True
78,3.py,True
78,4.py,True
78,5.py,True
78,6.py,True
78,7.py,True
78,8.py,True
78,9.py,True
79,0.py,True
79,1.py,True
79,2.py,True
79,3.py,True
79,4.py,True
79,5.py,True
79,6.py,True
79,7.py,True
79,8.py,True
79,9.py,True
80,0.py,True
80,1.py,True
80,2.py,True
80,3.py,True
80,4.py,True
80,5.py,True
80,6.py,True
80,7.py,True
80,8.py,True
80,9.py,True
81,0.py,False
81,1.py,True
81,2.py,False
81,3.py,False
81,4.py,True
81,5.py,False
81,6.py,True
81,7.py,False
81,8.py,True
81,9.py,False
82,0.py,True
82,1.py,True
82,2.py,True
82,3.py,True
82,4.py,True
82,5.py,True
82,6.py,True
82,7.py,True
82,8.py,True
82,9.py,True
83,0.py,False
83,1.py,True
83,2.py,True
83,3.py,True
83,4.py,False
83,5.py,True
83,6.py,True
83,7.py,True
83,8.py,False
83,9.py,True
84,0.py,False
84,1.py,True
84,2.py,False
84,3.py,False
84,4.py,False
84,5.py,False
84,6.py,False
84,7.py,False
84,8.py,False
84,9.py,False
85,0.py,True
85,1.py,True
85,2.py,True
85,3.py,True
85,4.py,True
85,5.py,True
85,6.py,True
85,7.py,True
85,8.py,True
85,9.py,True
86,0.py,True
86,1.py,True
86,2.py,True
86,3.py,True
86,4.py,True
86,5.py,True
86,6.py,True
86,7.py,True
86,8.py,True
86,9.py,True
87,0.py,True
87,1.py,True
87,2.py,True
87,3.py,True
87,4.py,True
87,5.py,True
87,6.py,True
87,7.py,True
87,8.py,True
87,9.py,False
88,0.py,True
88,1.py,True
88,2.py,True
88,3.py,True
88,4.py,True
88,5.py,True
88,6.py,False
88,7.py,True
88,8.py,True
88,9.py,True
89,0.py,True
89,1.py,True
89,2.py,True
89,3.py,False
89,4.py,True
89,5.py,True
89,6.py,False
89,7.py,True
89,8.py,True
89,9.py,False
90,0.py,True
90,1.py,True
90,2.py,True
90,3.py,True
90,4.py,True
90,5.py,False
90,6.py,True
90,7.py,True
90,8.py,True
90,9.py,True
91,0.py,False
91,1.py,False
91,2.py,False
91,3.py,False
91,4.py,True
91,5.py,False
91,6.py,False
91,7.py,False
91,8.py,False
91,9.py,False
92,0.py,True
92,1.py,True
92,2.py,True
92,3.py,True
92,4.py,True
92,5.py,True
92,6.py,True
92,7.py,True
92,8.py,True
92,9.py,True
93,0.py,False
93,1.py,False
93,2.py,False
93,3.py,False
93,4.py,False
93,5.py,False
93,6.py,False
93,7.py,False
93,8.py,True
93,9.py,False
94,0.py,True
94,1.py,True
94,2.py,True
94,3.py,True
94,4.py,True
94,5.py,True
94,6.py,True
94,7.py,True
94,8.py,True
94,9.py,True
95,0.py,True
95,1.py,True
95,2.py,False
95,3.py,True
95,4.py,True
95,5.py,False
95,6.py,True
95,7.py,True
95,8.py,True
95,9.py,True
96,0.py,True
96,1.py,True
96,2.py,True
96,3.py,True
96,4.py,True
96,5.py,True
96,6.py,True
96,7.py,True
96,8.py,True
96,9.py,True
97,0.py,False
97,1.py,False
97,2.py,True
97,3.py,True
97,4.py,False
97,5.py,True
97,6.py,False
97,7.py,True
97,8.py,False
97,9.py,False
98,0.py,True
98,1.py,True
98,2.py,True
98,3.py,False
98,4.py,True
98,5.py,False
98,6.py,False
98,7.py,True
98,8.py,True
98,9.py,True
99,0.py,True
99,1.py,True
99,2.py,True
99,3.py,True
99,4.py,True
99,5.py,True
99,6.py,False
99,7.py,True
99,8.py,False
99,9.py,True
100,0.py,False
100,1.py,False
100,2.py,False
100,3.py,False
100,4.py,False
100,5.py,False
100,6.py,True
100,7.py,False
100,8.py,False
100,9.py,False
101,0.py,True
101,1.py,False
101,2.py,True
101,3.py,True
101,4.py,True
101,5.py,True
101,6.py,True
101,7.py,False
101,8.py,True
101,9.py,True
102,0.py,True
102,1.py,True
102,2.py,True
102,3.py,True
102,4.py,True
102,5.py,True
102,6.py,True
102,7.py,True
102,8.py,True
102,9.py,True
103,0.py,True
103,1.py,True
103,2.py,True
103,3.py,True
103,4.py,True
103,5.py,True
103,6.py,True
103,7.py,False
103,8.py,False
103,9.py,True
104,0.py,True
104,1.py,True
104,2.py,True
104,3.py,True
104,4.py,True
104,5.py,True
104,6.py,True
104,7.py,True
104,8.py,True
104,9.py,True
105,0.py,False
105,1.py,True
105,2.py,True
105,3.py,True
105,4.py,True
105,5.py,True
105,6.py,True
105,7.py,True
105,8.py,True
105,9.py,True
106,0.py,True
106,1.py,True
106,2.py,True
106,3.py,True
106,4.py,True
106,5.py,True
106,6.py,True
106,7.py,True
106,8.py,True
106,9.py,True
107,0.py,True
107,1.py,True
107,2.py,True
107,3.py,True
107,4.py,True
107,5.py,True
107,6.py,True
107,7.py,True
107,8.py,True
107,9.py,True
108,0.py,False
108,1.py,False
108,2.py,False
108,3.py,False
108,4.py,False
108,5.py,False
108,6.py,False
108,7.py,False
108,8.py,False
108,9.py,False
109,0.py,True
109,1.py,True
109,2.py,True
109,3.py,True
109,4.py,False
109,5.py,False
109,6.py,True
109,7.py,True
109,8.py,True
109,9.py,True
110,0.py,False
110,1.py,False
110,2.py,False
110,3.py,True
110,4.py,False
110,5.py,False
110,6.py,False
110,7.py,False
110,8.py,False
110,9.py,False
111,0.py,False
111,1.py,False
111,2.py,True
111,3.py,False
111,4.py,False
111,5.py,False
111,6.py,False
111,7.py,True
111,8.py,False
111,9.py,True
112,0.py,True
112,1.py,True
112,2.py,True
112,3.py,True
112,4.py,True
112,5.py,True
112,6.py,True
112,7.py,True
112,8.py,True
112,9.py,True
113,0.py,False
113,1.py,False
113,2.py,False
113,3.py,False
113,4.py,False
113,5.py,False
113,6.py,False
113,7.py,False
113,8.py,False
113,9.py,False
114,0.py,True
114,1.py,False
114,2.py,False
114,3.py,True
114,4.py,True
114,5.py,True
114,6.py,True
114,7.py,True
114,8.py,True
114,9.py,True
115,0.py,False
115,1.py,False
115,2.py,False
115,3.py,False
115,4.py,False
115,5.py,False
115,6.py,False
115,7.py,False
115,8.py,True
115,9.py,False
116,0.py,True
116,1.py,True
116,2.py,True
116,3.py,True
116,4.py,True
116,5.py,True
116,6.py,True
116,7.py,True
116,8.py,True
116,9.py,True
117,0.py,True
117,1.py,True
117,2.py,True
117,3.py,True
117,4.py,True
117,5.py,True
117,6.py,True
117,7.py,True
117,8.py,True
117,9.py,True
118,0.py,False
118,1.py,False
118,2.py,False
118,3.py,True
118,4.py,False
118,5.py,True
118,6.py,False
118,7.py,False
118,8.py,False
118,9.py,True
119,0.py,False
119,1.py,False
119,2.py,False
119,3.py,False
119,4.py,False
119,5.py,False
119,6.py,False
119,7.py,False
119,8.py,False
119,9.py,False
120,0.py,False
120,1.py,False
120,2.py,False
120,3.py,False
120,4.py,False
120,5.py,False
120,6.py,False
120,7.py,False
120,8.py,False
120,9.py,False
121,0.py,False
121,1.py,True
121,2.py,False
121,3.py,True
121,4.py,False
121,5.py,True
121,6.py,False
121,7.py,True
121,8.py,True
121,9.py,True
122,0.py,True
122,1.py,False
122,2.py,False
122,3.py,True
122,4.py,False
122,5.py,False
122,6.py,False
122,7.py,False
122,8.py,False
122,9.py,True
123,0.py,True
123,1.py,True
123,2.py,True
123,3.py,True
123,4.py,True
123,5.py,True
123,6.py,True
123,7.py,True
123,8.py,True
123,9.py,True
124,0.py,True
124,1.py,True
124,2.py,True
124,3.py,True
124,4.py,True
124,5.py,True
124,6.py,True
124,7.py,True
124,8.py,True
124,9.py,True
125,0.py,False
125,1.py,False
125,2.py,False
125,3.py,False
125,4.py,False
125,5.py,False
125,6.py,False
125,7.py,False
125,8.py,False
125,9.py,False
126,0.py,False
126,1.py,False
126,2.py,False
126,3.py,False
126,4.py,False
126,5.py,False
126,6.py,False
126,7.py,False
126,8.py,False
126,9.py,False
127,0.py,False
127,1.py,False
127,2.py,False
127,3.py,False
127,4.py,False
127,5.py,False
127,6.py,False
127,7.py,False
127,8.py,False
127,9.py,False
128,0.py,True
128,1.py,True
128,2.py,False
128,3.py,True
128,4.py,True
128,5.py,True
128,6.py,True
128,7.py,True
128,8.py,False
128,9.py,True
129,0.py,False
129,1.py,False
129,2.py,False
129,3.py,False
129,4.py,False
129,5.py,False
129,6.py,False
129,7.py,False
129,8.py,False
129,9.py,False
130,0.py,False
130,1.py,False
130,2.py,False
130,3.py,False
130,4.py,False
130,5.py,False
130,6.py,False
130,7.py,False
130,8.py,False
130,9.py,False
131,0.py,False
131,1.py,True
131,2.py,True
131,3.py,False
131,4.py,False
131,5.py,False
131,6.py,False
131,7.py,False
131,8.py,False
131,9.py,False
132,0.py,False
132,1.py,False
132,2.py,False
132,3.py,False
132,4.py,False
132,5.py,False
132,6.py,False
132,7.py,False
132,8.py,False
132,9.py,False
133,0.py,False
133,1.py,True
133,2.py,True
133,3.py,False
133,4.py,False
133,5.py,False
133,6.py,False
133,7.py,False
133,8.py,True
133,9.py,False
134,0.py,False
134,1.py,False
134,2.py,False
134,3.py,False
134,4.py,False
134,5.py,True
134,6.py,False
134,7.py,True
134,8.py,False
134,9.py,False
135,0.py,False
135,1.py,False
135,2.py,False
135,3.py,False
135,4.py,False
135,5.py,False
135,6.py,False
135,7.py,False
135,8.py,False
135,9.py,False
136,0.py,True
136,1.py,True
136,2.py,True
136,3.py,True
136,4.py,True
136,5.py,True
136,6.py,True
136,7.py,True
136,8.py,True
136,9.py,True
137,0.py,True
137,1.py,False
137,2.py,False
137,3.py,False
137,4.py,False
137,5.py,False
137,6.py,False
137,7.py,False
137,8.py,False
137,9.py,False
138,0.py,True
138,1.py,False
138,2.py,False
138,3.py,True
138,4.py,False
138,5.py,False
138,6.py,False
138,7.py,True
138,8.py,False
138,9.py,True
139,0.py,False
139,1.py,True
139,2.py,True
139,3.py,True
139,4.py,True
139,5.py,True
139,6.py,True
139,7.py,True
139,8.py,True
139,9.py,True
140,0.py,False
140,1.py,False
140,2.py,False
140,3.py,False
140,4.py,False
140,5.py,True
140,6.py,False
140,7.py,False
140,8.py,False
140,9.py,False
141,0.py,True
141,1.py,True
141,2.py,True
141,3.py,False
141,4.py,False
141,5.py,False
141,6.py,True
141,7.py,True
141,8.py,True
141,9.py,True
142,0.py,False
142,1.py,True
142,2.py,False
142,3.py,False
142,4.py,False
142,5.py,False
142,6.py,False
142,7.py,False
142,8.py,False
142,9.py,True
143,0.py,True
143,1.py,True
143,2.py,True
143,3.py,True
143,4.py,True
143,5.py,True
143,6.py,True
143,7.py,True
143,8.py,True
143,9.py,True
144,0.py,False
144,1.py,True
144,2.py,True
144,3.py,True
144,4.py,True
144,5.py,True
144,6.py,True
144,7.py,False
144,8.py,True
144,9.py,True
145,0.py,False
145,1.py,False
145,2.py,False
145,3.py,False
145,4.py,False
145,5.py,False
145,6.py,False
145,7.py,False
145,8.py,False
145,9.py,False
146,0.py,True
146,1.py,True
146,2.py,True
146,3.py,True
146,4.py,True
146,5.py,True
146,6.py,True
146,7.py,True
146,8.py,True
146,9.py,True
147,0.py,True
147,1.py,True
147,2.py,True
147,3.py,True
147,4.py,True
147,5.py,False
147,6.py,True
147,7.py,True
147,8.py,True
147,9.py,True
148,0.py,True
148,1.py,True
148,2.py,True
148,3.py,True
148,4.py,True
148,5.py,True
148,6.py,True
148,7.py,True
148,8.py,True
148,9.py,True
149,0.py,False
149,1.py,True
149,2.py,False
149,3.py,True
149,4.py,True
149,5.py,True
149,6.py,True
149,7.py,True
149,8.py,True
149,9.py,True
150,0.py,True
150,1.py,True
150,2.py,True
150,3.py,True
150,4.py,True
150,5.py,True
150,6.py,True
150,7.py,True
150,8.py,True
150,9.py,True
151,0.py,True
151,1.py,True
151,2.py,True
151,3.py,True
151,4.py,True
151,5.py,True
151,6.py,True
151,7.py,True
151,8.py,True
151,9.py,True
152,0.py,True
152,1.py,True
152,2.py,True
152,3.py,True
152,4.py,True
152,5.py,True
152,6.py,True
152,7.py,True
152,8.py,True
152,9.py,True
153,0.py,False
153,1.py,False
153,2.py,True
153,3.py,True
153,4.py,False
153,5.py,True
153,6.py,True
153,7.py,True
153,8.py,True
153,9.py,True
154,0.py,True
154,1.py,True
154,2.py,False
154,3.py,True
154,4.py,True
154,5.py,True
154,6.py,False
154,7.py,False
154,8.py,True
154,9.py,False
155,0.py,False
155,1.py,False
155,2.py,False
155,3.py,False
155,4.py,True
155,5.py,True
155,6.py,False
155,7.py,True
155,8.py,True
155,9.py,False
156,0.py,True
156,1.py,True
156,2.py,True
156,3.py,True
156,4.py,True
156,5.py,True
156,6.py,True
156,7.py,True
156,8.py,True
156,9.py,True
157,0.py,True
157,1.py,True
157,2.py,True
157,3.py,True
157,4.py,True
157,5.py,True
157,6.py,False
157,7.py,True
157,8.py,True
157,9.py,True
158,0.py,True
158,1.py,True
158,2.py,True
158,3.py,True
158,4.py,True
158,5.py,True
158,6.py,True
158,7.py,True
158,8.py,True
158,9.py,True
159,0.py,True
159,1.py,False
159,2.py,False
159,3.py,False
159,4.py,False
159,5.py,True
159,6.py,True
159,7.py,False
159,8.py,True
159,9.py,True
160,0.py,True
160,1.py,True
160,2.py,True
160,3.py,True
160,4.py,True
160,5.py,True
160,6.py,True
160,7.py,True
160,8.py,True
160,9.py,False
161,0.py,True
161,1.py,True
161,2.py,False
161,3.py,True
161,4.py,True
161,5.py,True
161,6.py,True
161,7.py,True
161,8.py,False
161,9.py,True
162,0.py,True
162,1.py,True
162,2.py,True
162,3.py,True
162,4.py,True
162,5.py,True
162,6.py,True
162,7.py,True
162,8.py,True
162,9.py,True
163,0.py,False
163,1.py,False
163,2.py,False
163,3.py,False
163,4.py,False
163,5.py,False
163,6.py,False
163,7.py,False
163,8.py,False
163,9.py,False
